,DOI,parser,correctPlace,accurates,inaccurates
249,10.1371/journal.pone.0095081,spacy-lg,"127°42?55?–128°16?48?E, 41°41?49?–42°25?18?N",0.0,39.0
250,10.1371/journal.pone.0093733,spacy-lg,"(28°34?23?N, 120°53?44?E)",0.0,12.0
251,10.1371/journal.pone.0092517,spacy-lg,38°29?N - 9°1?W,0.0,16.0
252,10.1371/journal.pone.0090513,spacy-lg,"(25° 59? S, 54° 05? W) (26° 02? S, 53° 47? W)",0.0,7.0
253,10.1371/journal.pone.0089084,spacy-lg,14°39?S to 20°24?S and 143°54?E to 147°30?E,0.0,2.0
254,10.1371/journal.pone.0081226,spacy-lg,"Pimentel Barbosa Indigenous Reserve, Mato Grosso State, Brazil",0.0,1.0
255,10.1371/journal.pone.0082468,spacy-lg,"(41°23?–42°36?N, 126°55?–129°00?E), (42°24?N, 128°06?E)",0.0,61.0
256,10.1371/journal.pone.0082369,spacy-lg,(N-S 13°00' -14°50' and E-W 39°00' -39°30') ,0.0,20.0
257,10.1371/journal.pone.0079799,spacy-lg,"16° 48.16′ N, 88° 04.94′ W",0.0,33.0
258,10.1371/journal.pone.0075439,spacy-lg,Baltic Sea,1.0,37.0
259,10.1371/journal.pone.0074852,spacy-lg,(3°5`W-1° 10`E; 4°35`N-11°N),0.0,64.0
260,10.1371/journal.pone.0072201,spacy-lg,"41°42??53°34?N, 115°37??135°5?E",0.0,6.0
261,10.1371/journal.pone.0071735,spacy-lg,French Guiana,0.0,9.0
262,10.1371/journal.pone.0070547,spacy-lg,"114°37?21?–113°06?48?E, 22°49?00?–22°48?53?N",0.0,1.0
263,10.1371/journal.pone.0066238,spacy-lg,In Table,0.0,6.0
264,10.1371/journal.pone.0059356,spacy-lg,Hakalau National Forest Wildlife Refuge,0.0,0.0
265,10.1371/journal.pone.0049618,spacy-lg,N 29°14.657?and E 118°06.805?,2.0,37.0
266,10.1371/journal.pone.0052071,spacy-lg,"112°31? E to 112°34? E, 23°09? N to 23°12? N",0.0,11.0
267,10.1371/journal.pone.0049795,spacy-lg,"51° 21? 24?? N, 3° 42? 51?? E",0.0,0.0
268,10.1371/journal.pone.0047192,spacy-lg,"1°30?24?? S, 120°2?11?? E",4.0,24.0
269,10.1371/journal.pone.0045334,spacy-lg,"33°31’S, 25°45’E",2.0,14.0
270,10.1371/journal.pone.0044925,spacy-lg,"lat 22°50'S, long 44°42'W",0.0,23.0
271,10.1371/journal.pone.0042833,spacy-lg,"E 116°42?, N 43°38?",0.0,2.0
272,10.1371/journal.pone.0043943,spacy-lg,Colombia,0.0,5.0
273,10.1371/journal.pone.0043626,spacy-lg,Thirty-nine sites located in the Atlantic Forest (state of São Paulo,0.0,0.0
274,10.1371/journal.pone.0042524,spacy-lg,"(18°14?53?N, 67°09?21?W),(18°09’59”N, 66°43?40?W)",0.0,1.0
275,10.1371/journal.pone.0041270,spacy-lg,40°02?N–3°37?W,0.0,15.0
276,10.1371/journal.pone.0029469,spacy-lg,"Changbai Nature Reserve, 127°42? to 128°17?E and 41°43? to 42°26?N",0.0,1.0
277,10.1371/journal.pone.0029152,spacy-lg,"79°N, 04°E, (78°45?N, 04°52?E) ",0.0,13.0
278,10.1371/journal.pone.0026986,spacy-lg,"45°11?S, 170°98?E, 42°30?S, 173°30?E, 42°25?S, 173°42?E",0.0,0.0
279,10.1371/journal.pone.0023312,spacy-lg,"20°53?57.1?S, 44°50?11.5?W,",0.0,3.0
280,10.1371/journal.pone.0022905,spacy-lg,"29°14? N, 118°07? E",2.0,9.0
281,10.1371/journal.pone.0021265,spacy-lg,"48°N, 65°W",0.0,0.0
282,10.1371/journal.pone.0018982,spacy-lg,"45°40?N, 61°53?W",0.0,6.0
283,10.1371/journal.pone.0016584,spacy-lg,"Duke University Stream and Wetland Assessment Management Park (SWAMP) along Sandy Creek in the Duke Forest in Durham, NC, USA",2.0,25.0
284,10.1371/journal.pone.0009677,spacy-lg,"44°39?N, 63°35?W",0.0,1.0
285,10.1371/journal.pone.0000908,spacy-lg,"8°58?50?S, 36°04?30?W",0.0,88.0
286,10.1371/journal.pone.0119922,spacy-trf,Northeast Shelf Large Marine Ecosystem (NES LME),0.0,25.0
287,10.1371/journal.pone.0053139,spacy-trf,"The European Alps span eight countries, from the Mediterranean shores of Southern France to Slovenia and link with adjacent mountain ranges such as the Carpathians, Balkans and Apennines.",0.0,83.0
288,10.1371/journal.pone.0147058,spacy-trf,"state of Paraná, southern Brazil, which is located between latitudes 22°29’30”S and 26°42’59”S; and longitudes 48°02’24”W and 54°37’38”W",0.0,8.0
289,10.1371/journal.pone.0111883,spacy-trf,"On the island, the study areas were within the Lagoa do Peri Municipal Park (PER, 27¡43_30_S, 48¡32_18_W) and the Permanent Protection Area of Ratones (RAT, 27¡31_52_S, 48¡30_45_W). On the mainland, the areas sampled were within the Environmental Protection Area of Anhatomirim in Governador Celso Ramos city (ANH, 27¡25_1_S, 48¡34_25_W), and in Permanent Protection Area in Itapema city (ITA, 27¡05_13_S, 48¡35_54_W).Ê",0.0,7.0
290,10.1371/journal.pone.0102437,spacy-trf,"The Houguanhu Region (113°41′–114°13′E, 30°15′–30°41′N) lies within the southwestern Wuhan city of Hubei Province in central China",0.0,27.0
291,10.1371/journal.pone.0060756,spacy-trf,"(4¡ 58_N, 117¡ 48_E",6.0,19.0
292,10.1371/journal.pone.0049024,spacy-trf,"34¡55_N, 102¡53_E;",0.0,13.0
293,10.1371/journal.pone.0027785,spacy-trf,"Kakamega Forest in western Kenya (0¡07_Ð0¡27_ N, 34¡46_Ð34¡57_ E)",81.0,31.0
294,10.1371/journal.pone.0038970,spacy-trf,The research was conducted at eight sites in the Iberian Peninsula,0.0,0.0
295,10.1371/journal.pone.0021972,spacy-trf,"latitude 50¡ 55_ 48_, longitude 6¡ 55_ 12_",0.0,0.0
296,10.1371/journal.pone.0112436,spacy-trf,"This study was carried out at the Huanjiang Observation and Research Station for Karst Ecosystems (107°51′–108°43′E, 24°44′–25°33′N), Chinese Academy of Sciences (CAS), Guangxi Province, China",0.0,94.0
297,10.1371/journal.pone.0154026,spacy-trf,The study area ranges from 34¡25_N to 48¡10_N in latitude and from 73¡40_E to 96¡18_E in longitude,2.0,110.0
298,10.1371/journal.pone.0150520,spacy-trf,71¡23Õ28ÓW 12¡47Õ21ÓS,2.0,100.0
299,10.1371/journal.pone.0118580,spacy-trf,"Mobile Bay, Alabama",0.0,19.0
300,10.1371/journal.pone.0123160,spacy-trf,"44¡45_N, 123¡45_E",0.0,21.0
301,10.1371/journal.pone.0123030,spacy-trf,"Ê27¼25Õ1ÓS, 48¼34Õ25ÓW), and the other in a Permanent Protection Area in the municipality of Itapema (ITA, 27¼05Õ13ÓS, 48¼35Õ54ÓW). On the island, one study areas lies within the Lagoa do Peri Municipal Park (PER, 27¡43Õ30ÓS, 48¡32Õ18ÓW) and the other in the Permanent Protection Area of Ratones (RAT, 27¡31Õ52ÓS, 48¡30Õ45ÓW",0.0,7.0
302,10.1371/journal.pone.0085513,spacy-trf,"112¡50_E, 22¡34_N",0.0,37.0
303,10.1371/journal.pone.0084568,spacy-trf,"Upper Paraná River Floodplain Long Term Ecological Research (LTER) program’s field station located at the Upper Paraná River floodplain, Brazil.",0.0,0.0
304,10.1371/journal.pone.0082792,spacy-trf,"Changbai Mountain (E 127¡43_ Ð128¡16_; N 41¡41_ Ð42¡51_) in Jilin Province, North-eastern China",0.0,19.0
305,10.1371/journal.pone.0066650,spacy-trf,"51¡ 37_ 00__ N, 4¡ 01_ 00__ E",8.0,9.0
306,10.1371/journal.pone.0058432,spacy-trf,"Dawu Village, Maqin Country of Guoluo Tibetan Autonomous Prefecture, Qinghai Province, China",0.0,32.0
307,10.1371/journal.pone.0052821,spacy-trf,"Cedar Creek Natural History area, a National Science Foundation, Long-Term Ecological Research site in Minnesota, USA (lat. 45° N, Long. 93° W)",0.0,20.0
308,10.1371/journal.pone.0053009,spacy-trf,"Chamela-Cuixmala Biosphere Reserve (CCBR, 19¡22_Ð19¡39_N, 104¡56_Ð105¡10_W)",0.0,17.0
309,10.1371/journal.pone.0042354,spacy-trf,"Gongga Mountain (29¡20_Ð30¡20_N, 101¡30_Ð102¡15_E",0.0,67.0
310,10.1371/journal.pone.0040679,spacy-trf,a 150-km long transect (18¡37_16NÐ92¡42_28W to 18¡30_20NÐ91¡28_03W),2.0,18.0
311,10.1371/journal.pone.0036196,spacy-trf," University of North Carolina at Chapel Hill’s Institute of Marine Sciences (IMS) in Morehead City, NC",6.0,24.0
312,10.1371/journal.pone.0030506,spacy-trf,"16¡39.49_N, 95¡0.66_W",2.0,6.0
313,10.1371/journal.pone.0024107,spacy-trf,Ranomafana National Park (RNP) is located between 47¡ 18_Ð47¡ 37_E and 21¡ 02_Ð21¡ 25 SÊ,31.0,18.0
314,10.1371/journal.pone.0020078,spacy-trf,"E 116¡42_, N 43¡38_,",2.0,9.0
315,10.1371/journal.pone.0017476,spacy-trf,German site of the BIODEPTH project,0.0,6.0
316,10.1371/journal.pone.0013666,spacy-trf," Atlantic Plateau of São Paulo, Brazil",0.0,2.0
317,10.1371/journal.pone.0013382,spacy-trf,"50¡57_3.09_N, 11¡37_23.49_E",2.0,4.0
318,10.1371/journal.pone.0146228,spacy-trf,"45¡03ÕN, 142¡07ÕE",4.0,7.0
319,10.1371/journal.pone.0138696,spacy-trf,coral communities of Moorea Island (French Polynesia),1.0,18.0
320,10.1371/journal.pone.0106529,spacy-trf,"50¡55_ N, 11¡35_ E",9.0,14.0
321,10.1371/journal.pone.0104060,spacy-trf,Ticino near Locarno (southern Switzerland).,0.0,12.0
322,10.1371/journal.pone.0083407,spacy-trf,"42¡24ÕN, 85¡24ÕW",12.0,25.0
323,10.1371/journal.pone.0066653,spacy-trf,N: 31° 33.527; W: 114° 17.866,0.0,12.0
324,10.1371/journal.pone.0000295,spacy-trf,Australia,0.0,32.0
325,10.1371/journal.pone.0000295,spacy-trf,Sanfrancisco Bay,4.0,28.0
326,10.1371/journal.pone.0000295,spacy-trf,Wadden Sea,15.0,17.0
327,10.1371/journal.pone.0000295,spacy-trf,Gulf of the Farallones National Marine Sanctuary,4.0,28.0
328,10.1371/journal.pone.0154613,spacy-trf,Algiers,2.0,62.0
329,10.1371/journal.pone.0154613,spacy-trf,Beijing,0.0,64.0
330,10.1371/journal.pone.0154613,spacy-trf,Beunos Aires,0.0,64.0
331,10.1371/journal.pone.0154613,spacy-trf,Cairo,0.0,64.0
332,10.1371/journal.pone.0154613,spacy-trf,Guatemala City,2.0,62.0
333,10.1371/journal.pone.0154613,spacy-trf,Istanbul,0.0,64.0
334,10.1371/journal.pone.0154613,spacy-trf,London,0.0,64.0
335,10.1371/journal.pone.0154613,spacy-trf,Manila,2.0,62.0
336,10.1371/journal.pone.0154613,spacy-trf,Mexico City,2.0,62.0
337,10.1371/journal.pone.0154613,spacy-trf,Moscow,0.0,64.0
338,10.1371/journal.pone.0154613,spacy-trf,Mumbai,4.0,60.0
339,10.1371/journal.pone.0154613,spacy-trf,Paris,0.0,64.0
340,10.1371/journal.pone.0154613,spacy-trf,Warsaw,0.0,64.0
341,10.1371/journal.pone.0154613,spacy-trf,Santiago,0.0,64.0
342,10.1371/journal.pone.0154613,spacy-trf,Shanghai,0.0,64.0
343,10.1371/journal.pone.0154613,spacy-trf,Sydney,0.0,64.0
344,10.1371/journal.pone.0152883,spacy-trf,La Selva Biological Station,5.0,19.0
345,10.1371/journal.pone.0152335,spacy-trf,"145.44° E, 14.683° S",0.0,21.0
346,10.1371/journal.pone.0150111,spacy-trf,48°06’– 49°7’ N; 2°23’– 3°32’ W,1.0,3.0
347,10.1371/journal.pone.0145598,spacy-trf,"0°53S, 52°36W",0.0,0.0
348,10.1371/journal.pone.0147909,spacy-trf,"52°29’29”W, 22°24’09”S",0.0,5.0
349,10.1371/journal.pone.0141387,spacy-trf,"4°35?S, 79°42?W",0.0,0.0
350,10.1371/journal.pone.0142784,spacy-trf,"Latitude: -4.44°, Longitude: 35.40°",7.0,118.0
351,10.1371/journal.pone.0141559,spacy-trf,mountain area of Taizhou city in Zhejiang province of China,4.0,22.0
352,10.1371/journal.pone.0141899,spacy-trf,"1·993°E, 42·276°N",2.0,1.0
353,10.1371/journal.pone.0140423,spacy-trf,"1°08'57"" N, 112°15'37"" E",4.0,39.0
354,10.1371/journal.pone.0139031,spacy-trf,"between 42.32 N and 42.11 N, and 0.31 W and 0.04 W",0.0,7.0
355,10.1371/journal.pone.0137569,spacy-trf,40° 10’ S- 73° 26’ W  41° 32’ S- 72° 35’ W,0.0,1.0
356,10.1371/journal.pone.0136040,spacy-trf,"N 33°58?, E101°53?",0.0,19.0
357,10.1371/journal.pone.0135917,spacy-trf,"41°17'38” N, 82°13'03” W",0.0,22.0
358,10.1371/journal.pone.0134560,spacy-trf,"N 33°58?, E101°53?",0.0,49.0
359,10.1371/journal.pone.0134665,spacy-trf,India,0.0,323.0
360,10.1371/journal.pone.0133276,spacy-trf,South America,0.0,25.0
361,10.1371/journal.pone.0118403,spacy-trf,Barro Colorado Island,0.0,34.0
362,10.1371/journal.pone.0128923,spacy-trf,15° 28’S and 39° 15’W,2.0,62.0
363,10.1371/journal.pone.0127093,spacy-trf,"Bushbuckridge, South Africa",35.0,25.0
364,10.1371/journal.pone.0125300,spacy-trf,"116°42?E, 43° 36?N",2.0,33.0
365,10.1371/journal.pone.0121444,spacy-trf,Kenya,2.0,233.0
366,10.1371/journal.pone.0121444,spacy-trf,Malawi,0.0,235.0
367,10.1371/journal.pone.0121444,spacy-trf,Rwanda,0.0,235.0
368,10.1371/journal.pone.0121444,spacy-trf,Tanzania,0.0,235.0
369,10.1371/journal.pone.0121444,spacy-trf,Uganda,0.0,235.0
370,10.1371/journal.pone.0121444,spacy-trf,Zambia,0.0,235.0
371,10.1371/journal.pone.0118837,spacy-trf,2°4’W 36°52’N,0.0,1.0
372,10.1371/journal.pone.0115038,spacy-trf,"39°57'53"" N and 115°26'05"" E",0.0,24.0
373,10.1371/journal.pone.0114015,spacy-trf,8° 28? 50?N 83° 35? 20?W,0.0,12.0
374,10.1371/journal.pone.0113964,spacy-trf,"Hainan Island, China",8.0,106.0
375,10.1371/journal.pone.0111434,spacy-trf,"111°53? E, 23°26? N",2.0,11.0
376,10.1371/journal.pone.0111742,spacy-trf,"19° 53?–21° 11? N, 90°28?–90°17?W",0.0,0.0
377,10.1371/journal.pone.0107775,spacy-trf,In Table,4.0,74.0
378,10.1371/journal.pone.0107792,spacy-trf,Atlantic Forest Biodiversity Hotspot in Brazil,0.0,71.0
379,10.1371/journal.pone.0075396,spacy-trf,"39° 15' N, 121° 17' W",0.0,32.0
380,10.1371/journal.pone.0107126,spacy-trf,"Central Highlands of Victoria, Australia",0.0,32.0
381,10.1371/journal.pone.0105869,spacy-trf,"Zamora River basin, located in the mountain forests in Ecuadorian southern Andes",0.0,81.0
382,10.1371/journal.pone.0100646,spacy-trf,Nazaré Canyon on the Portuguese continental margin,0.0,3.0
383,10.1371/journal.pone.0101928,spacy-trf,"50°55? N, 11°35? E",13.0,4.0
384,10.1371/journal.pone.0102090,spacy-trf,"32°54?N, 35°05?E;  32°58?N, 35°04?E; 32°54?N, 35°06?E",24.0,36.0
385,10.1371/journal.pone.0097910,spacy-trf," N307591, E858452 (northeast) and N253197, E807411(southwest)",5.0,17.0
386,10.1371/journal.pone.0099385,spacy-trf,"110°56?E, 31°4?N",0.0,18.0
387,10.1371/journal.pone.0098931,spacy-trf,"16°04?–16°21?N, 90°40?–91°06?W",0.0,0.0
388,10.1371/journal.pone.0098454,spacy-trf,"Coatepec region, Veracruz, Mexico",38.0,29.0
389,10.1371/journal.pone.0098454,spacy-trf,"Huatusco region, Veracruz, Mexico",38.0,29.0
390,10.1371/journal.pone.0095938,spacy-trf,Changbai Mountain Forest Ecosystem Research Station,0.0,113.0
391,10.1371/journal.pone.0095890,spacy-trf,"(110°30?E, 25°56?N) (112°56?–113°4?E, 24°30?–24°48?N), (112°30?39?–112°33?41?E,23°09?21?–23°11?30? N) (114°05?–114°23?E,26°22?–26°48? N)",0.0,0.0
392,10.1371/journal.pone.0095081,spacy-trf,"127°42?55?–128°16?48?E, 41°41?49?–42°25?18?N",0.0,34.0
393,10.1371/journal.pone.0093733,spacy-trf,"(28°34?23?N, 120°53?44?E)",0.0,22.0
394,10.1371/journal.pone.0092517,spacy-trf,38°29?N - 9°1?W,0.0,15.0
395,10.1371/journal.pone.0090513,spacy-trf,"(25° 59? S, 54° 05? W) (26° 02? S, 53° 47? W)",0.0,16.0
396,10.1371/journal.pone.0089084,spacy-trf,14°39?S to 20°24?S and 143°54?E to 147°30?E,0.0,82.0
397,10.1371/journal.pone.0081226,spacy-trf,"Pimentel Barbosa Indigenous Reserve, Mato Grosso State, Brazil",25.0,77.0
398,10.1371/journal.pone.0082468,spacy-trf,"(41°23?–42°36?N, 126°55?–129°00?E), (42°24?N, 128°06?E)",0.0,21.0
399,10.1371/journal.pone.0082369,spacy-trf,(N-S 13°00' -14°50' and E-W 39°00' -39°30') ,0.0,4.0
400,10.1371/journal.pone.0079799,spacy-trf,"16° 48.16′ N, 88° 04.94′ W",11.0,38.0
401,10.1371/journal.pone.0075439,spacy-trf,Baltic Sea,0.0,44.0
402,10.1371/journal.pone.0074852,spacy-trf,(3°5`W-1° 10`E; 4°35`N-11°N),0.0,59.0
403,10.1371/journal.pone.0072201,spacy-trf,"41°42??53°34?N, 115°37??135°5?E",0.0,6.0
404,10.1371/journal.pone.0071735,spacy-trf,French Guiana,0.0,1.0
405,10.1371/journal.pone.0070547,spacy-trf,"114°37?21?–113°06?48?E, 22°49?00?–22°48?53?N",0.0,2.0
406,10.1371/journal.pone.0066238,spacy-trf,In Table,36.0,252.0
407,10.1371/journal.pone.0059356,spacy-trf,Hakalau National Forest Wildlife Refuge,0.0,0.0
408,10.1371/journal.pone.0049618,spacy-trf,N 29°14.657?and E 118°06.805?,4.0,29.0
409,10.1371/journal.pone.0052071,spacy-trf,"112°31? E to 112°34? E, 23°09? N to 23°12? N",0.0,40.0
410,10.1371/journal.pone.0049795,spacy-trf,"51° 21? 24?? N, 3° 42? 51?? E",12.0,10.0
411,10.1371/journal.pone.0047192,spacy-trf,"1°30?24?? S, 120°2?11?? E",4.0,18.0
412,10.1371/journal.pone.0045334,spacy-trf,"33°31’S, 25°45’E",5.0,23.0
413,10.1371/journal.pone.0044925,spacy-trf,"lat 22°50'S, long 44°42'W",0.0,18.0
414,10.1371/journal.pone.0042833,spacy-trf,"E 116°42?, N 43°38?",2.0,14.0
415,10.1371/journal.pone.0043943,spacy-trf,Colombia,1.0,5.0
416,10.1371/journal.pone.0043626,spacy-trf,Thirty-nine sites located in the Atlantic Forest (state of São Paulo,0.0,2.0
417,10.1371/journal.pone.0042524,spacy-trf,"(18°14?53?N, 67°09?21?W),(18°09’59”N, 66°43?40?W)",0.0,1.0
418,10.1371/journal.pone.0041270,spacy-trf,40°02?N–3°37?W,0.0,25.0
419,10.1371/journal.pone.0029469,spacy-trf,"Changbai Nature Reserve, 127°42? to 128°17?E and 41°43? to 42°26?N",0.0,35.0
420,10.1371/journal.pone.0029152,spacy-trf,"79°N, 04°E, (78°45?N, 04°52?E) ",0.0,5.0
421,10.1371/journal.pone.0026986,spacy-trf,"45°11?S, 170°98?E, 42°30?S, 173°30?E, 42°25?S, 173°42?E",2.0,64.0
422,10.1371/journal.pone.0023312,spacy-trf,"20°53?57.1?S, 44°50?11.5?W,",0.0,6.0
423,10.1371/journal.pone.0022905,spacy-trf,"29°14? N, 118°07? E",2.0,13.0
424,10.1371/journal.pone.0021265,spacy-trf,"48°N, 65°W",0.0,0.0
425,10.1371/journal.pone.0018982,spacy-trf,"45°40?N, 61°53?W",0.0,6.0
426,10.1371/journal.pone.0016584,spacy-trf,"Duke University Stream and Wetland Assessment Management Park (SWAMP) along Sandy Creek in the Duke Forest in Durham, NC, USA",4.0,25.0
427,10.1371/journal.pone.0009677,spacy-trf,"44°39?N, 63°35?W",13.0,111.0
428,10.1371/journal.pone.0000908,spacy-trf,"8°58?50?S, 36°04?30?W",0.0,87.0
429,10.1371/journal.pone.0119922,nltk,Northeast Shelf Large Marine Ecosystem (NES LME),2.0,66.0
430,10.1371/journal.pone.0053139,nltk,"The European Alps span eight countries, from the Mediterranean shores of Southern France to Slovenia and link with adjacent mountain ranges such as the Carpathians, Balkans and Apennines.",0.0,60.0
431,10.1371/journal.pone.0147058,nltk,"state of Paraná, southern Brazil, which is located between latitudes 22°29’30”S and 26°42’59”S; and longitudes 48°02’24”W and 54°37’38”W",0.0,8.0
432,10.1371/journal.pone.0111883,nltk,"On the island, the study areas were within the Lagoa do Peri Municipal Park (PER, 27¡43_30_S, 48¡32_18_W) and the Permanent Protection Area of Ratones (RAT, 27¡31_52_S, 48¡30_45_W). On the mainland, the areas sampled were within the Environmental Protection Area of Anhatomirim in Governador Celso Ramos city (ANH, 27¡25_1_S, 48¡34_25_W), and in Permanent Protection Area in Itapema city (ITA, 27¡05_13_S, 48¡35_54_W).Ê",6.0,94.0
433,10.1371/journal.pone.0102437,nltk,"The Houguanhu Region (113°41′–114°13′E, 30°15′–30°41′N) lies within the southwestern Wuhan city of Hubei Province in central China",0.0,56.0
434,10.1371/journal.pone.0060756,nltk,"(4¡ 58_N, 117¡ 48_E",0.0,18.0
435,10.1371/journal.pone.0049024,nltk,"34¡55_N, 102¡53_E;",0.0,38.0
436,10.1371/journal.pone.0027785,nltk,"Kakamega Forest in western Kenya (0¡07_Ð0¡27_ N, 34¡46_Ð34¡57_ E)",57.0,123.0
437,10.1371/journal.pone.0038970,nltk,The research was conducted at eight sites in the Iberian Peninsula,2.0,48.0
438,10.1371/journal.pone.0021972,nltk,"latitude 50¡ 55_ 48_, longitude 6¡ 55_ 12_",2.0,5.0
439,10.1371/journal.pone.0112436,nltk,"This study was carried out at the Huanjiang Observation and Research Station for Karst Ecosystems (107°51′–108°43′E, 24°44′–25°33′N), Chinese Academy of Sciences (CAS), Guangxi Province, China",0.0,113.0
440,10.1371/journal.pone.0154026,nltk,The study area ranges from 34¡25_N to 48¡10_N in latitude and from 73¡40_E to 96¡18_E in longitude,0.0,85.0
441,10.1371/journal.pone.0150520,nltk,71¡23Õ28ÓW 12¡47Õ21ÓS,0.0,173.0
442,10.1371/journal.pone.0118580,nltk,"Mobile Bay, Alabama",0.0,29.0
443,10.1371/journal.pone.0123160,nltk,"44¡45_N, 123¡45_E",0.0,57.0
444,10.1371/journal.pone.0123030,nltk,"Ê27¼25Õ1ÓS, 48¼34Õ25ÓW), and the other in a Permanent Protection Area in the municipality of Itapema (ITA, 27¼05Õ13ÓS, 48¼35Õ54ÓW). On the island, one study areas lies within the Lagoa do Peri Municipal Park (PER, 27¡43Õ30ÓS, 48¡32Õ18ÓW) and the other in the Permanent Protection Area of Ratones (RAT, 27¡31Õ52ÓS, 48¡30Õ45ÓW",0.0,9.0
445,10.1371/journal.pone.0085513,nltk,"112¡50_E, 22¡34_N",0.0,52.0
446,10.1371/journal.pone.0084568,nltk,"Upper Paraná River Floodplain Long Term Ecological Research (LTER) program’s field station located at the Upper Paraná River floodplain, Brazil.",0.0,3.0
447,10.1371/journal.pone.0082792,nltk,"Changbai Mountain (E 127¡43_ Ð128¡16_; N 41¡41_ Ð42¡51_) in Jilin Province, North-eastern China",0.0,32.0
448,10.1371/journal.pone.0066650,nltk,"51¡ 37_ 00__ N, 4¡ 01_ 00__ E",12.0,72.0
449,10.1371/journal.pone.0058432,nltk,"Dawu Village, Maqin Country of Guoluo Tibetan Autonomous Prefecture, Qinghai Province, China",0.0,3.0
450,10.1371/journal.pone.0052821,nltk,"Cedar Creek Natural History area, a National Science Foundation, Long-Term Ecological Research site in Minnesota, USA (lat. 45° N, Long. 93° W)",0.0,56.0
451,10.1371/journal.pone.0053009,nltk,"Chamela-Cuixmala Biosphere Reserve (CCBR, 19¡22_Ð19¡39_N, 104¡56_Ð105¡10_W)",0.0,37.0
452,10.1371/journal.pone.0042354,nltk,"Gongga Mountain (29¡20_Ð30¡20_N, 101¡30_Ð102¡15_E",0.0,83.0
453,10.1371/journal.pone.0040679,nltk,a 150-km long transect (18¡37_16NÐ92¡42_28W to 18¡30_20NÐ91¡28_03W),0.0,50.0
454,10.1371/journal.pone.0036196,nltk," University of North Carolina at Chapel Hill’s Institute of Marine Sciences (IMS) in Morehead City, NC",0.0,76.0
455,10.1371/journal.pone.0030506,nltk,"16¡39.49_N, 95¡0.66_W",2.0,55.0
456,10.1371/journal.pone.0024107,nltk,Ranomafana National Park (RNP) is located between 47¡ 18_Ð47¡ 37_E and 21¡ 02_Ð21¡ 25 SÊ,14.0,62.0
457,10.1371/journal.pone.0020078,nltk,"E 116¡42_, N 43¡38_,",0.0,66.0
458,10.1371/journal.pone.0017476,nltk,German site of the BIODEPTH project,0.0,40.0
459,10.1371/journal.pone.0013666,nltk," Atlantic Plateau of São Paulo, Brazil",2.0,50.0
460,10.1371/journal.pone.0013382,nltk,"50¡57_3.09_N, 11¡37_23.49_E",0.0,16.0
461,10.1371/journal.pone.0146228,nltk,"45¡03ÕN, 142¡07ÕE",0.0,51.0
462,10.1371/journal.pone.0138696,nltk,coral communities of Moorea Island (French Polynesia),1.0,59.0
463,10.1371/journal.pone.0106529,nltk,"50¡55_ N, 11¡35_ E",4.0,75.0
464,10.1371/journal.pone.0104060,nltk,Ticino near Locarno (southern Switzerland).,0.0,36.0
465,10.1371/journal.pone.0083407,nltk,"42¡24ÕN, 85¡24ÕW",0.0,86.0
466,10.1371/journal.pone.0066653,nltk,N: 31° 33.527; W: 114° 17.866,0.0,100.0
467,10.1371/journal.pone.0000295,nltk,Australia,0.0,30.0
468,10.1371/journal.pone.0000295,nltk,Sanfrancisco Bay,0.0,30.0
469,10.1371/journal.pone.0000295,nltk,Wadden Sea,1.0,29.0
470,10.1371/journal.pone.0000295,nltk,Gulf of the Farallones National Marine Sanctuary,0.0,30.0
471,10.1371/journal.pone.0154613,nltk,Algiers,0.0,89.0
472,10.1371/journal.pone.0154613,nltk,Beijing,0.0,89.0
473,10.1371/journal.pone.0154613,nltk,Beunos Aires,0.0,89.0
474,10.1371/journal.pone.0154613,nltk,Cairo,0.0,89.0
475,10.1371/journal.pone.0154613,nltk,Guatemala City,0.0,89.0
476,10.1371/journal.pone.0154613,nltk,Istanbul,0.0,89.0
477,10.1371/journal.pone.0154613,nltk,London,0.0,89.0
478,10.1371/journal.pone.0154613,nltk,Manila,2.0,87.0
479,10.1371/journal.pone.0154613,nltk,Mexico City,0.0,89.0
480,10.1371/journal.pone.0154613,nltk,Moscow,0.0,89.0
481,10.1371/journal.pone.0154613,nltk,Mumbai,4.0,85.0
482,10.1371/journal.pone.0154613,nltk,Paris,0.0,89.0
483,10.1371/journal.pone.0154613,nltk,Warsaw,0.0,89.0
484,10.1371/journal.pone.0154613,nltk,Santiago,0.0,89.0
485,10.1371/journal.pone.0154613,nltk,Shanghai,0.0,89.0
486,10.1371/journal.pone.0154613,nltk,Sydney,1.0,88.0
487,10.1371/journal.pone.0152883,nltk,La Selva Biological Station,0.0,48.0
488,10.1371/journal.pone.0152335,nltk,"145.44° E, 14.683° S",0.0,25.0
489,10.1371/journal.pone.0150111,nltk,48°06’– 49°7’ N; 2°23’– 3°32’ W,0.0,53.0
490,10.1371/journal.pone.0145598,nltk,"0°53S, 52°36W",0.0,2.0
491,10.1371/journal.pone.0147909,nltk,"52°29’29”W, 22°24’09”S",0.0,67.0
492,10.1371/journal.pone.0141387,nltk,"4°35?S, 79°42?W",0.0,83.0
493,10.1371/journal.pone.0142784,nltk,"Latitude: -4.44°, Longitude: 35.40°",0.0,117.0
