doi,title,longitude,latitude,place,no_recorded_place,coordinates,coordinate_type,no_recorded_coordinate,location_type,location_scale,location_reliability,location_conformance,error_type,error_description
"
 10.1371/journal.pone.0102090
","
  Vulnerability of Mediterranean Ecosystems to Long-Term Changes along the Coast of Israel
 ",35.09177,32.95572,,True,"{'latitude': 32.95572, 'longitude': 35.09177}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0102090
","
  Vulnerability of Mediterranean Ecosystems to Long-Term Changes along the Coast of Israel
 ",35.12384,33.06459,,True,"{'latitude': 33.06459, 'longitude': 35.12384}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0102090
","
  Vulnerability of Mediterranean Ecosystems to Long-Term Changes along the Coast of Israel
 ",35.11253,33.00572,,True,"{'latitude': 33.00572, 'longitude': 35.11253}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0102090
","
  Vulnerability of Mediterranean Ecosystems to Long-Term Changes along the Coast of Israel
 ",35.11192,32.99396,,True,"{'latitude': 32.99396, 'longitude': 35.11192}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0102437
","
  Combining Aesthetic with Ecological Values for Landscape Sustainability
 ",-999,-999,,True,"{'latitude': -999, 'longitude': -999}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0102437
","
  Combining Aesthetic with Ecological Values for Landscape Sustainability
 ",-30.68333,30.25,,True,"{'latitude': 30.25, 'longitude': -30.68333}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0106529
","
  Plant Diversity Impacts Decomposition and Herbivory via Changes in Aboveground Arthropods
 ",11.58333,50.91667,,True,"{'latitude': 50.91667, 'longitude': 11.58333}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0107775
","
  Inorganic Nitrogen Supply and Dissolved Organic Nitrogen Abundance across the US Great Plains
 ",-104.71333,40.81333,,True,"{'latitude': 40.81333, 'longitude': -104.71333}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0107775
","
  Inorganic Nitrogen Supply and Dissolved Organic Nitrogen Abundance across the US Great Plains
 ",-102.44833,39.75667,,True,"{'latitude': 39.75667, 'longitude': -102.44833}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0107775
","
  Inorganic Nitrogen Supply and Dissolved Organic Nitrogen Abundance across the US Great Plains
 ",-100.97833,38.89333,,True,"{'latitude': 38.89333, 'longitude': -100.97833}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0107775
","
  Inorganic Nitrogen Supply and Dissolved Organic Nitrogen Abundance across the US Great Plains
 ",-99.38833,38.87333,,True,"{'latitude': 38.87333, 'longitude': -99.38833}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0107775
","
  Inorganic Nitrogen Supply and Dissolved Organic Nitrogen Abundance across the US Great Plains
 ",-96.55,39.08,,True,"{'latitude': 39.08, 'longitude': -96.55}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0111434
","
  Interspecific Neighbor Interactions Promote the Positive Diversity-Productivity Relationship in Experimental Grassland Communities
 ",111.88333,23.43333,,True,"{'latitude': 23.43333, 'longitude': 111.88333}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0111742
","
  Patch Size and Isolation Predict Plant Species Density in a Naturally Fragmented Forest
 ",-21.18333,19.88333,,True,"{'latitude': 19.88333, 'longitude': -21.18333}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0111742
","
  Patch Size and Isolation Predict Plant Species Density in a Naturally Fragmented Forest
 ",-90.28333,90.46667,,True,"{'latitude': 90.46667, 'longitude': -90.28333}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0111883
","
  Local and Regional Effects on Community Structure of Dung Beetles in a Mainland-Island Scenario
 ",-48.53833,-27.725,,True,"{'latitude': -27.725, 'longitude': -48.53833}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0111883
","
  Local and Regional Effects on Community Structure of Dung Beetles in a Mainland-Island Scenario
 ",-48.5125,-27.53111,,True,"{'latitude': -27.53111, 'longitude': -48.5125}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0111883
","
  Local and Regional Effects on Community Structure of Dung Beetles in a Mainland-Island Scenario
 ",-48.57361,-27.41694,,True,"{'latitude': -27.41694, 'longitude': -48.57361}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0111883
","
  Local and Regional Effects on Community Structure of Dung Beetles in a Mainland-Island Scenario
 ",-48.59833,-27.08694,,True,"{'latitude': -27.08694, 'longitude': -48.59833}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0112436
","
  The Soil Biota Composition along a Progressive Succession of Secondary Vegetation in a Karst Area
 ",-999,-999,,True,"{'latitude': -999, 'longitude': -999}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0112436
","
  The Soil Biota Composition along a Progressive Succession of Secondary Vegetation in a Karst Area
 ",-25.55,24.73333,,True,"{'latitude': 24.73333, 'longitude': -25.55}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0114015
","
  The Importance of Microhabitat for Biodiversity Sampling
 ",-83.58889,8.48056,,True,"{'latitude': 8.48056, 'longitude': -83.58889}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0115038
","
  Woody Species Diversity in Forest Plantations in a Mountainous Region of Beijing, China: Effects of Sampling Scale and Species Selection
 ",115.43472,39.96472,,True,"{'latitude': 39.96472, 'longitude': 115.43472}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0118837
","
  Inferring Resilience to Fragmentation-Induced Changes in Plant Communities in a Semi-Arid Mediterranean Ecosystem
 ",-2.06667,36.86667,,True,"{'latitude': 36.86667, 'longitude': -2.06667}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0123030
","
  Scale-Dependence of Processes Structuring Dung Beetle Metacommunities Using Functional Diversity and Community Deconstruction Approaches
 ",-48.57361,-27.41694,,True,"{'latitude': -27.41694, 'longitude': -48.57361}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0123030
","
  Scale-Dependence of Processes Structuring Dung Beetle Metacommunities Using Functional Diversity and Community Deconstruction Approaches
 ",-48.59833,-27.08694,,True,"{'latitude': -27.08694, 'longitude': -48.59833}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0123030
","
  Scale-Dependence of Processes Structuring Dung Beetle Metacommunities Using Functional Diversity and Community Deconstruction Approaches
 ",-48.53833,-27.725,,True,"{'latitude': -27.725, 'longitude': -48.53833}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0123030
","
  Scale-Dependence of Processes Structuring Dung Beetle Metacommunities Using Functional Diversity and Community Deconstruction Approaches
 ",-48.5125,-27.53111,,True,"{'latitude': -27.53111, 'longitude': -48.5125}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0123160
","
  Responses of Plant Community Composition and Biomass Production to Warming and Nitrogen Deposition in a Temperate Meadow Ecosystem
 ",123.75,44.75,,True,"{'latitude': 44.75, 'longitude': 123.75}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0125300
","
  Impact of Precipitation Patterns on Biomass and Species Richness of Annuals in a Dry Steppe
 ",116.7,43.6,,True,"{'latitude': 43.6, 'longitude': 116.7}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0128923
","
  Birds in Anthropogenic Landscapes: The Responses of Ecological Groups to Forest Loss in the Brazilian Atlantic Forest
 ",-15.46667,15.46667,,True,"{'latitude': 39.25, 'longitude': -15.46667}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0134560
","
  Niche and Neutral Processes Together Determine Diversity Loss in Response to Fertilization in an Alpine Meadow Community
 ",101.88333,33.96667,,True,"{'latitude': 33.96667, 'longitude': 101.88333}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0135917
","
  Relationships between Spatial Metrics and Plant Diversity in Constructed Freshwater Wetlands
 ",-82.2175,41.29389,,True,"{'latitude': 41.29389, 'longitude': -82.2175}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0136040
","
  Plant Functional Diversity Can Be Independent of Species Diversity: Observations Based on the Impact of 4-Yrs of Nitrogen and Phosphorus Additions in an Alpine Meadow
 ",101.88333,33.96667,,True,"{'latitude': 33.96667, 'longitude': 101.88333}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0137569
","
  The Oldest, Slowest Rainforests in the World? Massive Biomass and Slow Carbon Dynamics of 
  
   Fitzroya cupressoides
   Temperate Forests in Southern Chile
 ",43.0,39.83333,,True,"{'latitude': 39.83333, 'longitude': 43.0}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0137569
","
  The Oldest, Slowest Rainforests in the World? Massive Biomass and Slow Carbon Dynamics of 
  
   Fitzroya cupressoides
   Temperate Forests in Southern Chile
 ",-73.43333,-40.16667,,True,"{'latitude': -40.16667, 'longitude': -73.43333}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0137569
","
  The Oldest, Slowest Rainforests in the World? Massive Biomass and Slow Carbon Dynamics of 
  
   Fitzroya cupressoides
   Temperate Forests in Southern Chile
 ",-72.58333,-41.53333,,True,"{'latitude': -41.53333, 'longitude': -72.58333}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0137569
","
  The Oldest, Slowest Rainforests in the World? Massive Biomass and Slow Carbon Dynamics of 
  
   Fitzroya cupressoides
   Temperate Forests in Southern Chile
 ",-73.6,-40.63333,,True,"{'latitude': -40.63333, 'longitude': -73.6}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0140423
","
  Ecosystem Services and Biodiversity in a Rapidly Transforming Landscape in Northern Borneo
 ",112.26028,1.14917,,True,"{'latitude': 1.14917, 'longitude': 112.26028}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0141387
","
  Nature and Age of Neighbours Matter: Interspecific Associations among Tree Species Exist and Vary across Life Stages in Tropical Forests
 ",-79.7,-4.58333,,True,"{'latitude': -4.58333, 'longitude': -79.7}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0141387
","
  Nature and Age of Neighbours Matter: Interspecific Associations among Tree Species Exist and Vary across Life Stages in Tropical Forests
 ",-79.85,9.16667,,True,"{'latitude': 9.16667, 'longitude': -79.85}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0142784
","
  Interactions between Canopy Structure and Herbaceous Biomass along Environmental Gradients in Moist Forest and Dry Miombo Woodland of Tanzania
 ",35.4,-4.44,,True,"{'latitude': -4.44, 'longitude': 35.4}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0142784
","
  Interactions between Canopy Structure and Herbaceous Biomass along Environmental Gradients in Moist Forest and Dry Miombo Woodland of Tanzania
 ",35.44,-4.7,,True,"{'latitude': -4.7, 'longitude': 35.44}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0142784
","
  Interactions between Canopy Structure and Herbaceous Biomass along Environmental Gradients in Moist Forest and Dry Miombo Woodland of Tanzania
 ",60.0,0.0,,True,"{'latitude': 0.0, 'longitude': 60.0}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0145598
","
  Assessing the Importance of Intraspecific Variability in Dung Beetle Functional Traits
 ",-52.6,-0.88333,,True,"{'latitude': -0.88333, 'longitude': -52.6}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0146228
","
  Response of a Wild Edible Plant to Human Disturbance: Harvesting Can Enhance the Subsequent Yield of Bamboo Shoots
 ",142.11667,45.05,,True,"{'latitude': 45.05, 'longitude': 142.11667}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0147909
","
  Time-Lag in Responses of Birds to Atlantic Forest Fragmentation: Restoration Opportunity and Urgency
 ",-52.49139,-22.4025,,True,"{'latitude': -22.4025, 'longitude': -52.49139}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0150111
","
  A Holistic Landscape Description Reveals That Landscape Configuration Changes More over Time than Composition: Implications for Landscape Ecology Studies
 ",-49.11667,48.1,,True,"{'latitude': 48.1, 'longitude': -49.11667}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0150111
","
  A Holistic Landscape Description Reveals That Landscape Configuration Changes More over Time than Composition: Implications for Landscape Ecology Studies
 ",-3.53333,2.38333,,True,"{'latitude': 2.38333, 'longitude': -3.53333}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0150520
","
  Past Human Disturbance Effects upon Biodiversity are Greatest in the Canopy; A Case Study on Rainforest Butterflies
 ",-71.39111,-12.78917,,True,"{'latitude': -12.78917, 'longitude': -71.39111}",Geographic Coordinate System (GCS),False,,,2,,,
"
 10.1371/journal.pone.0152335
","
  The Point Count Transect Method for Estimates of Biodiversity on Coral Reefs: Improving the Sampling of Rare Species
 ",145.44,-14.683,,True,"{'latitude': -14.683, 'longitude': 145.44}",Geographic Coordinate System (GCS),False,,,2,,,
10.1371/journal.pone.0000908,Changes in Tree Reproductive Traits Reduce Functional Diversity in a Fragmented Atlantic Forest Landscape,-36.075,-8.98056,,True,"{'latitude': -8.98056, 'longitude': -36.075}",Geographic Coordinate System (GCS),False,,,2,,,
