,DOI,parser,correctPlace,accurates,inaccurates
255,10.1371/journal.pone.0082468,spacy,"(41°23?–42°36?N, 126°55?–129°00?E), (42°24?N, 128°06?E)",0.0,42.0
256,10.1371/journal.pone.0082369,spacy,(N-S 13°00' -14°50' and E-W 39°00' -39°30') ,0.0,21.0
257,10.1371/journal.pone.0079799,spacy,"16° 48.16′ N, 88° 04.94′ W",0.0,13.0
258,10.1371/journal.pone.0075439,spacy,Baltic Sea,0.0,13.0
259,10.1371/journal.pone.0074852,spacy,(3°5`W-1° 10`E; 4°35`N-11°N),0.0,56.0
260,10.1371/journal.pone.0072201,spacy,"41°42??53°34?N, 115°37??135°5?E",0.0,6.0
261,10.1371/journal.pone.0071735,spacy,French Guiana,0.0,72.0
262,10.1371/journal.pone.0070547,spacy,"114°37?21?–113°06?48?E, 22°49?00?–22°48?53?N",0.0,2.0
263,10.1371/journal.pone.0066238,spacy,In Table,14.0,181.0
264,10.1371/journal.pone.0059356,spacy,Hakalau National Forest Wildlife Refuge,0.0,25.0
265,10.1371/journal.pone.0049618,spacy,N 29°14.657?and E 118°06.805?,0.0,18.0
266,10.1371/journal.pone.0052071,spacy,"112°31? E to 112°34? E, 23°09? N to 23°12? N",0.0,36.0
267,10.1371/journal.pone.0049795,spacy,"51° 21? 24?? N, 3° 42? 51?? E",10.0,15.0
268,10.1371/journal.pone.0047192,spacy,"1°30?24?? S, 120°2?11?? E",0.0,1.0
269,10.1371/journal.pone.0045334,spacy,"33°31’S, 25°45’E",4.0,8.0
270,10.1371/journal.pone.0044925,spacy,"lat 22°50'S, long 44°42'W",0.0,18.0
271,10.1371/journal.pone.0042833,spacy,"E 116°42?, N 43°38?",2.0,22.0
272,10.1371/journal.pone.0043943,spacy,Colombia,0.0,5.0
273,10.1371/journal.pone.0043626,spacy,Thirty-nine sites located in the Atlantic Forest (state of São Paulo,0.0,0.0
274,10.1371/journal.pone.0042524,spacy,"(18°14?53?N, 67°09?21?W),(18°09’59”N, 66°43?40?W)",0.0,44.0
275,10.1371/journal.pone.0041270,spacy,40°02?N–3°37?W,0.0,21.0
276,10.1371/journal.pone.0029469,spacy,"Changbai Nature Reserve, 127°42? to 128°17?E and 41°43? to 42°26?N",0.0,23.0
277,10.1371/journal.pone.0029152,spacy,"79°N, 04°E, (78°45?N, 04°52?E) ",0.0,5.0
278,10.1371/journal.pone.0026986,spacy,"45°11?S, 170°98?E, 42°30?S, 173°30?E, 42°25?S, 173°42?E",0.0,0.0
279,10.1371/journal.pone.0023312,spacy,"20°53?57.1?S, 44°50?11.5?W,",0.0,18.0
280,10.1371/journal.pone.0022905,spacy,"29°14? N, 118°07? E",1.0,15.0
281,10.1371/journal.pone.0021265,spacy,"48°N, 65°W",0.0,0.0
282,10.1371/journal.pone.0018982,spacy,"45°40?N, 61°53?W",0.0,6.0
283,10.1371/journal.pone.0016584,spacy,"Duke University Stream and Wetland Assessment Management Park (SWAMP) along Sandy Creek in the Duke Forest in Durham, NC, USA",8.0,58.0
284,10.1371/journal.pone.0009677,spacy,"44°39?N, 63°35?W",0.0,2.0
285,10.1371/journal.pone.0000908,spacy,"8°58?50?S, 36°04?30?W",0.0,6.0
286,10.1371/journal.pone.0119922,nltk,Northeast Shelf Large Marine Ecosystem (NES LME),2.0,66.0
287,10.1371/journal.pone.0053139,nltk,"The European Alps span eight countries, from the Mediterranean shores of Southern France to Slovenia and link with adjacent mountain ranges such as the Carpathians, Balkans and Apennines.",0.0,60.0
288,10.1371/journal.pone.0147058,nltk,"state of Paraná, southern Brazil, which is located between latitudes 22°29’30”S and 26°42’59”S; and longitudes 48°02’24”W and 54°37’38”W",0.0,8.0
289,10.1371/journal.pone.0111883,nltk,"On the island, the study areas were within the Lagoa do Peri Municipal Park (PER, 27¡43_30_S, 48¡32_18_W) and the Permanent Protection Area of Ratones (RAT, 27¡31_52_S, 48¡30_45_W). On the mainland, the areas sampled were within the Environmental Protection Area of Anhatomirim in Governador Celso Ramos city (ANH, 27¡25_1_S, 48¡34_25_W), and in Permanent Protection Area in Itapema city (ITA, 27¡05_13_S, 48¡35_54_W).Ê",6.0,94.0
290,10.1371/journal.pone.0102437,nltk,"The Houguanhu Region (113°41′–114°13′E, 30°15′–30°41′N) lies within the southwestern Wuhan city of Hubei Province in central China",0.0,56.0
291,10.1371/journal.pone.0060756,nltk,"(4¡ 58_N, 117¡ 48_E",0.0,18.0
292,10.1371/journal.pone.0049024,nltk,"34¡55_N, 102¡53_E;",0.0,38.0
293,10.1371/journal.pone.0027785,nltk,"Kakamega Forest in western Kenya (0¡07_Ð0¡27_ N, 34¡46_Ð34¡57_ E)",57.0,123.0
294,10.1371/journal.pone.0038970,nltk,The research was conducted at eight sites in the Iberian Peninsula,2.0,48.0
295,10.1371/journal.pone.0021972,nltk,"latitude 50¡ 55_ 48_, longitude 6¡ 55_ 12_",2.0,5.0
296,10.1371/journal.pone.0112436,nltk,"This study was carried out at the Huanjiang Observation and Research Station for Karst Ecosystems (107°51′–108°43′E, 24°44′–25°33′N), Chinese Academy of Sciences (CAS), Guangxi Province, China",0.0,113.0
297,10.1371/journal.pone.0154026,nltk,The study area ranges from 34¡25_N to 48¡10_N in latitude and from 73¡40_E to 96¡18_E in longitude,0.0,85.0
298,10.1371/journal.pone.0150520,nltk,71¡23Õ28ÓW 12¡47Õ21ÓS,0.0,177.0
299,10.1371/journal.pone.0118580,nltk,"Mobile Bay, Alabama",0.0,29.0
300,10.1371/journal.pone.0123160,nltk,"44¡45_N, 123¡45_E",0.0,57.0
301,10.1371/journal.pone.0123030,nltk,"Ê27¼25Õ1ÓS, 48¼34Õ25ÓW), and the other in a Permanent Protection Area in the municipality of Itapema (ITA, 27¼05Õ13ÓS, 48¼35Õ54ÓW). On the island, one study areas lies within the Lagoa do Peri Municipal Park (PER, 27¡43Õ30ÓS, 48¡32Õ18ÓW) and the other in the Permanent Protection Area of Ratones (RAT, 27¡31Õ52ÓS, 48¡30Õ45ÓW",0.0,9.0
302,10.1371/journal.pone.0085513,nltk,"112¡50_E, 22¡34_N",0.0,52.0
303,10.1371/journal.pone.0084568,nltk,"Upper Paraná River Floodplain Long Term Ecological Research (LTER) program’s field station located at the Upper Paraná River floodplain, Brazil.",0.0,3.0
304,10.1371/journal.pone.0082792,nltk,"Changbai Mountain (E 127¡43_ Ð128¡16_; N 41¡41_ Ð42¡51_) in Jilin Province, North-eastern China",0.0,32.0
305,10.1371/journal.pone.0066650,nltk,"51¡ 37_ 00__ N, 4¡ 01_ 00__ E",12.0,72.0
306,10.1371/journal.pone.0058432,nltk,"Dawu Village, Maqin Country of Guoluo Tibetan Autonomous Prefecture, Qinghai Province, China",0.0,3.0
307,10.1371/journal.pone.0052821,nltk,"Cedar Creek Natural History area, a National Science Foundation, Long-Term Ecological Research site in Minnesota, USA (lat. 45° N, Long. 93° W)",0.0,56.0
308,10.1371/journal.pone.0053009,nltk,"Chamela-Cuixmala Biosphere Reserve (CCBR, 19¡22_Ð19¡39_N, 104¡56_Ð105¡10_W)",0.0,37.0
309,10.1371/journal.pone.0042354,nltk,"Gongga Mountain (29¡20_Ð30¡20_N, 101¡30_Ð102¡15_E",0.0,83.0
310,10.1371/journal.pone.0040679,nltk,a 150-km long transect (18¡37_16NÐ92¡42_28W to 18¡30_20NÐ91¡28_03W),0.0,52.0
311,10.1371/journal.pone.0036196,nltk," University of North Carolina at Chapel Hill’s Institute of Marine Sciences (IMS) in Morehead City, NC",0.0,76.0
312,10.1371/journal.pone.0030506,nltk,"16¡39.49_N, 95¡0.66_W",2.0,55.0
313,10.1371/journal.pone.0024107,nltk,Ranomafana National Park (RNP) is located between 47¡ 18_Ð47¡ 37_E and 21¡ 02_Ð21¡ 25 SÊ,14.0,62.0
314,10.1371/journal.pone.0020078,nltk,"E 116¡42_, N 43¡38_,",0.0,66.0
315,10.1371/journal.pone.0017476,nltk,German site of the BIODEPTH project,0.0,40.0
316,10.1371/journal.pone.0013666,nltk," Atlantic Plateau of São Paulo, Brazil",4.0,100.0
317,10.1371/journal.pone.0013382,nltk,"50¡57_3.09_N, 11¡37_23.49_E",0.0,32.0
318,10.1371/journal.pone.0146228,nltk,"45¡03ÕN, 142¡07ÕE",0.0,51.0
319,10.1371/journal.pone.0138696,nltk,coral communities of Moorea Island (French Polynesia),1.0,59.0
320,10.1371/journal.pone.0106529,nltk,"50¡55_ N, 11¡35_ E",4.0,75.0
321,10.1371/journal.pone.0104060,nltk,Ticino near Locarno (southern Switzerland).,0.0,36.0
322,10.1371/journal.pone.0083407,nltk,"42¡24ÕN, 85¡24ÕW",0.0,86.0
323,10.1371/journal.pone.0066653,nltk,N: 31° 33.527; W: 114° 17.866,0.0,100.0
324,10.1371/journal.pone.0000295,nltk,Australia,0.0,60.0
325,10.1371/journal.pone.0000295,nltk,Sanfrancisco Bay,0.0,60.0
326,10.1371/journal.pone.0000295,nltk,Wadden Sea,2.0,58.0
327,10.1371/journal.pone.0000295,nltk,Gulf of the Farallones National Marine Sanctuary,0.0,60.0
328,10.1371/journal.pone.0154613,nltk,Algiers,0.0,89.0
329,10.1371/journal.pone.0154613,nltk,Beijing,0.0,89.0
330,10.1371/journal.pone.0154613,nltk,Beunos Aires,0.0,89.0
331,10.1371/journal.pone.0154613,nltk,Cairo,0.0,89.0
332,10.1371/journal.pone.0154613,nltk,Guatemala City,0.0,89.0
333,10.1371/journal.pone.0154613,nltk,Istanbul,0.0,89.0
334,10.1371/journal.pone.0154613,nltk,London,0.0,89.0
335,10.1371/journal.pone.0154613,nltk,Manila,2.0,87.0
336,10.1371/journal.pone.0154613,nltk,Mexico City,0.0,89.0
337,10.1371/journal.pone.0154613,nltk,Moscow,0.0,89.0
338,10.1371/journal.pone.0154613,nltk,Mumbai,4.0,85.0
339,10.1371/journal.pone.0154613,nltk,Paris,0.0,89.0
340,10.1371/journal.pone.0154613,nltk,Warsaw,0.0,89.0
341,10.1371/journal.pone.0154613,nltk,Santiago,0.0,89.0
342,10.1371/journal.pone.0154613,nltk,Shanghai,0.0,89.0
343,10.1371/journal.pone.0154613,nltk,Sydney,1.0,88.0
344,10.1371/journal.pone.0152883,nltk,La Selva Biological Station,0.0,48.0
345,10.1371/journal.pone.0152335,nltk,"145.44° E, 14.683° S",0.0,25.0
346,10.1371/journal.pone.0150111,nltk,48°06’– 49°7’ N; 2°23’– 3°32’ W,0.0,53.0
347,10.1371/journal.pone.0145598,nltk,"0°53S, 52°36W",0.0,2.0
348,10.1371/journal.pone.0147909,nltk,"52°29’29”W, 22°24’09”S",0.0,67.0
349,10.1371/journal.pone.0141387,nltk,"4°35?S, 79°42?W",0.0,83.0
350,10.1371/journal.pone.0142784,nltk,"Latitude: -4.44°, Longitude: 35.40°",0.0,117.0
351,10.1371/journal.pone.0141559,nltk,mountain area of Taizhou city in Zhejiang province of China,4.0,46.0
352,10.1371/journal.pone.0141899,nltk,"1·993°E, 42·276°N",5.0,53.0
353,10.1371/journal.pone.0140423,nltk,"1°08'57"" N, 112°15'37"" E",0.0,118.0
354,10.1371/journal.pone.0139031,nltk,"between 42.32 N and 42.11 N, and 0.31 W and 0.04 W",2.0,88.0
355,10.1371/journal.pone.0137569,nltk,40° 10’ S- 73° 26’ W  41° 32’ S- 72° 35’ W,0.0,21.0
356,10.1371/journal.pone.0136040,nltk,"N 33°58?, E101°53?",0.0,55.0
357,10.1371/journal.pone.0135917,nltk,"41°17'38” N, 82°13'03” W",0.0,65.0
358,10.1371/journal.pone.0134560,nltk,"N 33°58?, E101°53?",0.0,62.0
359,10.1371/journal.pone.0134665,nltk,India,0.0,307.0
360,10.1371/journal.pone.0133276,nltk,South America,0.0,25.0
361,10.1371/journal.pone.0118403,nltk,Barro Colorado Island,0.0,68.0
362,10.1371/journal.pone.0128923,nltk,15° 28’S and 39° 15’W,0.0,74.0
363,10.1371/journal.pone.0127093,nltk,"Bushbuckridge, South Africa",16.0,94.0
364,10.1371/journal.pone.0125300,nltk,"116°42?E, 43° 36?N",0.0,75.0
365,10.1371/journal.pone.0121444,nltk,Kenya,0.0,186.0
366,10.1371/journal.pone.0121444,nltk,Malawi,0.0,186.0
367,10.1371/journal.pone.0121444,nltk,Rwanda,0.0,186.0
368,10.1371/journal.pone.0121444,nltk,Tanzania,0.0,186.0
369,10.1371/journal.pone.0121444,nltk,Uganda,0.0,186.0
370,10.1371/journal.pone.0121444,nltk,Zambia,0.0,186.0
371,10.1371/journal.pone.0118837,nltk,2°4’W 36°52’N,0.0,4.0
372,10.1371/journal.pone.0115038,nltk,"39°57'53"" N and 115°26'05"" E",0.0,50.0
373,10.1371/journal.pone.0114015,nltk,8° 28? 50?N 83° 35? 20?W,0.0,76.0
374,10.1371/journal.pone.0113964,nltk,"Hainan Island, China",8.0,86.0
375,10.1371/journal.pone.0111434,nltk,"111°53? E, 23°26? N",0.0,45.0
376,10.1371/journal.pone.0111742,nltk,"19° 53?–21° 11? N, 90°28?–90°17?W",0.0,37.0
377,10.1371/journal.pone.0107775,nltk,In Table,0.0,3.0
378,10.1371/journal.pone.0107792,nltk,Atlantic Forest Biodiversity Hotspot in Brazil,0.0,61.0
379,10.1371/journal.pone.0075396,nltk,"39° 15' N, 121° 17' W",0.0,58.0
380,10.1371/journal.pone.0107126,nltk,"Central Highlands of Victoria, Australia",0.0,146.0
381,10.1371/journal.pone.0105869,nltk,"Zamora River basin, located in the mountain forests in Ecuadorian southern Andes",0.0,70.0
382,10.1371/journal.pone.0100646,nltk,Nazaré Canyon on the Portuguese continental margin,0.0,68.0
383,10.1371/journal.pone.0101928,nltk,"50°55? N, 11°35? E",2.0,76.0
384,10.1371/journal.pone.0102090,nltk,"32°54?N, 35°05?E;  32°58?N, 35°04?E; 32°54?N, 35°06?E",10.0,79.0
385,10.1371/journal.pone.0097910,nltk," N307591, E858452 (northeast) and N253197, E807411(southwest)",0.0,64.0
386,10.1371/journal.pone.0099385,nltk,"110°56?E, 31°4?N",0.0,122.0
387,10.1371/journal.pone.0098931,nltk,"16°04?–16°21?N, 90°40?–91°06?W",0.0,78.0
388,10.1371/journal.pone.0098454,nltk,"Coatepec region, Veracruz, Mexico",3.0,13.0
389,10.1371/journal.pone.0098454,nltk,"Huatusco region, Veracruz, Mexico",3.0,13.0
390,10.1371/journal.pone.0095938,nltk,Changbai Mountain Forest Ecosystem Research Station,0.0,69.0
391,10.1371/journal.pone.0095890,nltk,"(110°30?E, 25°56?N) (112°56?–113°4?E, 24°30?–24°48?N), (112°30?39?–112°33?41?E,23°09?21?–23°11?30? N) (114°05?–114°23?E,26°22?–26°48? N)",0.0,42.0
392,10.1371/journal.pone.0095081,nltk,"127°42?55?–128°16?48?E, 41°41?49?–42°25?18?N",0.0,87.0
393,10.1371/journal.pone.0093733,nltk,"(28°34?23?N, 120°53?44?E)",0.0,47.0
394,10.1371/journal.pone.0092517,nltk,38°29?N - 9°1?W,0.0,8.0
395,10.1371/journal.pone.0090513,nltk,"(25° 59? S, 54° 05? W) (26° 02? S, 53° 47? W)",0.0,10.0
396,10.1371/journal.pone.0089084,nltk,14°39?S to 20°24?S and 143°54?E to 147°30?E,0.0,86.0
397,10.1371/journal.pone.0081226,nltk,"Pimentel Barbosa Indigenous Reserve, Mato Grosso State, Brazil",0.0,1.0
398,10.1371/journal.pone.0082468,nltk,"(41°23?–42°36?N, 126°55?–129°00?E), (42°24?N, 128°06?E)",0.0,53.0
399,10.1371/journal.pone.0082369,nltk,(N-S 13°00' -14°50' and E-W 39°00' -39°30') ,0.0,3.0
400,10.1371/journal.pone.0079799,nltk,"16° 48.16′ N, 88° 04.94′ W",0.0,87.0
401,10.1371/journal.pone.0075439,nltk,Baltic Sea,0.0,7.0
402,10.1371/journal.pone.0074852,nltk,(3°5`W-1° 10`E; 4°35`N-11°N),0.0,107.0
403,10.1371/journal.pone.0072201,nltk,"41°42??53°34?N, 115°37??135°5?E",0.0,11.0
404,10.1371/journal.pone.0071735,nltk,French Guiana,0.0,2.0
405,10.1371/journal.pone.0070547,nltk,"114°37?21?–113°06?48?E, 22°49?00?–22°48?53?N",4.0,91.0
406,10.1371/journal.pone.0066238,nltk,In Table,0.0,186.0
407,10.1371/journal.pone.0059356,nltk,Hakalau National Forest Wildlife Refuge,0.0,125.0
408,10.1371/journal.pone.0049618,nltk,N 29°14.657?and E 118°06.805?,0.0,57.0
409,10.1371/journal.pone.0052071,nltk,"112°31? E to 112°34? E, 23°09? N to 23°12? N",0.0,61.0
410,10.1371/journal.pone.0049795,nltk,"51° 21? 24?? N, 3° 42? 51?? E",10.0,58.0
411,10.1371/journal.pone.0047192,nltk,"1°30?24?? S, 120°2?11?? E",0.0,60.0
412,10.1371/journal.pone.0045334,nltk,"33°31’S, 25°45’E",0.0,66.0
413,10.1371/journal.pone.0044925,nltk,"lat 22°50'S, long 44°42'W",0.0,46.0
414,10.1371/journal.pone.0042833,nltk,"E 116°42?, N 43°38?",0.0,78.0
415,10.1371/journal.pone.0043943,nltk,Colombia,0.0,31.0
416,10.1371/journal.pone.0043626,nltk,Thirty-nine sites located in the Atlantic Forest (state of São Paulo,0.0,48.0
417,10.1371/journal.pone.0042524,nltk,"(18°14?53?N, 67°09?21?W),(18°09’59”N, 66°43?40?W)",0.0,3.0
418,10.1371/journal.pone.0041270,nltk,40°02?N–3°37?W,0.0,94.0
419,10.1371/journal.pone.0029469,nltk,"Changbai Nature Reserve, 127°42? to 128°17?E and 41°43? to 42°26?N",0.0,113.0
420,10.1371/journal.pone.0029152,nltk,"79°N, 04°E, (78°45?N, 04°52?E) ",0.0,67.0
421,10.1371/journal.pone.0026986,nltk,"45°11?S, 170°98?E, 42°30?S, 173°30?E, 42°25?S, 173°42?E",0.0,63.0
422,10.1371/journal.pone.0023312,nltk,"20°53?57.1?S, 44°50?11.5?W,",2.0,29.0
423,10.1371/journal.pone.0022905,nltk,"29°14? N, 118°07? E",0.0,55.0
424,10.1371/journal.pone.0021265,nltk,"48°N, 65°W",2.0,125.0
425,10.1371/journal.pone.0018982,nltk,"45°40?N, 61°53?W",0.0,10.0
426,10.1371/journal.pone.0016584,nltk,"Duke University Stream and Wetland Assessment Management Park (SWAMP) along Sandy Creek in the Duke Forest in Durham, NC, USA",0.0,68.0
427,10.1371/journal.pone.0009677,nltk,"44°39?N, 63°35?W",16.0,222.0
428,10.1371/journal.pone.0000908,nltk,"8°58?50?S, 36°04?30?W",0.0,8.0
429,10.1371/journal.pone.0119922,stanza,Northeast Shelf Large Marine Ecosystem (NES LME),0.0,8.0
430,10.1371/journal.pone.0053139,stanza,"The European Alps span eight countries, from the Mediterranean shores of Southern France to Slovenia and link with adjacent mountain ranges such as the Carpathians, Balkans and Apennines.",0.0,66.0
431,10.1371/journal.pone.0147058,stanza,"state of Paraná, southern Brazil, which is located between latitudes 22°29’30”S and 26°42’59”S; and longitudes 48°02’24”W and 54°37’38”W",0.0,4.0
432,10.1371/journal.pone.0111883,stanza,"On the island, the study areas were within the Lagoa do Peri Municipal Park (PER, 27¡43_30_S, 48¡32_18_W) and the Permanent Protection Area of Ratones (RAT, 27¡31_52_S, 48¡30_45_W). On the mainland, the areas sampled were within the Environmental Protection Area of Anhatomirim in Governador Celso Ramos city (ANH, 27¡25_1_S, 48¡34_25_W), and in Permanent Protection Area in Itapema city (ITA, 27¡05_13_S, 48¡35_54_W).Ê",0.0,6.0
433,10.1371/journal.pone.0102437,stanza,"The Houguanhu Region (113°41′–114°13′E, 30°15′–30°41′N) lies within the southwestern Wuhan city of Hubei Province in central China",0.0,29.0
434,10.1371/journal.pone.0060756,stanza,"(4¡ 58_N, 117¡ 48_E",6.0,25.0
435,10.1371/journal.pone.0049024,stanza,"34¡55_N, 102¡53_E;",0.0,14.0
436,10.1371/journal.pone.0027785,stanza,"Kakamega Forest in western Kenya (0¡07_Ð0¡27_ N, 34¡46_Ð34¡57_ E)",50.0,31.0
437,10.1371/journal.pone.0038970,stanza,The research was conducted at eight sites in the Iberian Peninsula,2.0,52.0
438,10.1371/journal.pone.0021972,stanza,"latitude 50¡ 55_ 48_, longitude 6¡ 55_ 12_",1.0,7.0
439,10.1371/journal.pone.0112436,stanza,"This study was carried out at the Huanjiang Observation and Research Station for Karst Ecosystems (107°51′–108°43′E, 24°44′–25°33′N), Chinese Academy of Sciences (CAS), Guangxi Province, China",0.0,82.0
440,10.1371/journal.pone.0154026,stanza,The study area ranges from 34¡25_N to 48¡10_N in latitude and from 73¡40_E to 96¡18_E in longitude,3.0,112.0
441,10.1371/journal.pone.0150520,stanza,71¡23Õ28ÓW 12¡47Õ21ÓS,2.0,14.0
442,10.1371/journal.pone.0118580,stanza,"Mobile Bay, Alabama",0.0,15.0
443,10.1371/journal.pone.0123160,stanza,"44¡45_N, 123¡45_E",0.0,28.0
444,10.1371/journal.pone.0123030,stanza,"Ê27¼25Õ1ÓS, 48¼34Õ25ÓW), and the other in a Permanent Protection Area in the municipality of Itapema (ITA, 27¼05Õ13ÓS, 48¼35Õ54ÓW). On the island, one study areas lies within the Lagoa do Peri Municipal Park (PER, 27¡43Õ30ÓS, 48¡32Õ18ÓW) and the other in the Permanent Protection Area of Ratones (RAT, 27¡31Õ52ÓS, 48¡30Õ45ÓW",0.0,7.0
445,10.1371/journal.pone.0085513,stanza,"112¡50_E, 22¡34_N",0.0,33.0
446,10.1371/journal.pone.0084568,stanza,"Upper Paraná River Floodplain Long Term Ecological Research (LTER) program’s field station located at the Upper Paraná River floodplain, Brazil.",0.0,0.0
447,10.1371/journal.pone.0082792,stanza,"Changbai Mountain (E 127¡43_ Ð128¡16_; N 41¡41_ Ð42¡51_) in Jilin Province, North-eastern China",0.0,19.0
448,10.1371/journal.pone.0066650,stanza,"51¡ 37_ 00__ N, 4¡ 01_ 00__ E",2.0,13.0
449,10.1371/journal.pone.0058432,stanza,"Dawu Village, Maqin Country of Guoluo Tibetan Autonomous Prefecture, Qinghai Province, China",0.0,6.0
450,10.1371/journal.pone.0052821,stanza,"Cedar Creek Natural History area, a National Science Foundation, Long-Term Ecological Research site in Minnesota, USA (lat. 45° N, Long. 93° W)",0.0,16.0
451,10.1371/journal.pone.0053009,stanza,"Chamela-Cuixmala Biosphere Reserve (CCBR, 19¡22_Ð19¡39_N, 104¡56_Ð105¡10_W)",0.0,15.0
452,10.1371/journal.pone.0042354,stanza,"Gongga Mountain (29¡20_Ð30¡20_N, 101¡30_Ð102¡15_E",0.0,8.0
453,10.1371/journal.pone.0040679,stanza,a 150-km long transect (18¡37_16NÐ92¡42_28W to 18¡30_20NÐ91¡28_03W),0.0,18.0
454,10.1371/journal.pone.0036196,stanza," University of North Carolina at Chapel Hill’s Institute of Marine Sciences (IMS) in Morehead City, NC",6.0,26.0
455,10.1371/journal.pone.0030506,stanza,"16¡39.49_N, 95¡0.66_W",2.0,8.0
456,10.1371/journal.pone.0024107,stanza,Ranomafana National Park (RNP) is located between 47¡ 18_Ð47¡ 37_E and 21¡ 02_Ð21¡ 25 SÊ,10.0,18.0
457,10.1371/journal.pone.0020078,stanza,"E 116¡42_, N 43¡38_,",2.0,8.0
458,10.1371/journal.pone.0017476,stanza,German site of the BIODEPTH project,0.0,8.0
459,10.1371/journal.pone.0013666,stanza," Atlantic Plateau of São Paulo, Brazil",0.0,4.0
460,10.1371/journal.pone.0013382,stanza,"50¡57_3.09_N, 11¡37_23.49_E",0.0,0.0
461,10.1371/journal.pone.0146228,stanza,"45¡03ÕN, 142¡07ÕE",1.0,11.0
462,10.1371/journal.pone.0138696,stanza,coral communities of Moorea Island (French Polynesia),0.0,16.0
463,10.1371/journal.pone.0106529,stanza,"50¡55_ N, 11¡35_ E",6.0,12.0
464,10.1371/journal.pone.0104060,stanza,Ticino near Locarno (southern Switzerland).,0.0,15.0
465,10.1371/journal.pone.0083407,stanza,"42¡24ÕN, 85¡24ÕW",0.0,19.0
466,10.1371/journal.pone.0066653,stanza,N: 31° 33.527; W: 114° 17.866,0.0,3.0
467,10.1371/journal.pone.0000295,stanza,Australia,0.0,34.0
468,10.1371/journal.pone.0000295,stanza,Sanfrancisco Bay,2.0,32.0
469,10.1371/journal.pone.0000295,stanza,Wadden Sea,8.0,26.0
470,10.1371/journal.pone.0000295,stanza,Gulf of the Farallones National Marine Sanctuary,2.0,32.0
471,10.1371/journal.pone.0154613,stanza,Algiers,2.0,62.0
472,10.1371/journal.pone.0154613,stanza,Beijing,0.0,64.0
473,10.1371/journal.pone.0154613,stanza,Beunos Aires,0.0,64.0
474,10.1371/journal.pone.0154613,stanza,Cairo,0.0,64.0
475,10.1371/journal.pone.0154613,stanza,Guatemala City,2.0,62.0
476,10.1371/journal.pone.0154613,stanza,Istanbul,0.0,64.0
477,10.1371/journal.pone.0154613,stanza,London,0.0,64.0
478,10.1371/journal.pone.0154613,stanza,Manila,2.0,62.0
479,10.1371/journal.pone.0154613,stanza,Mexico City,2.0,62.0
480,10.1371/journal.pone.0154613,stanza,Moscow,0.0,64.0
481,10.1371/journal.pone.0154613,stanza,Mumbai,4.0,60.0
482,10.1371/journal.pone.0154613,stanza,Paris,0.0,64.0
483,10.1371/journal.pone.0154613,stanza,Warsaw,0.0,64.0
484,10.1371/journal.pone.0154613,stanza,Santiago,0.0,64.0
485,10.1371/journal.pone.0154613,stanza,Shanghai,0.0,64.0
486,10.1371/journal.pone.0154613,stanza,Sydney,0.0,64.0
487,10.1371/journal.pone.0152883,stanza,La Selva Biological Station,0.0,9.0
488,10.1371/journal.pone.0152335,stanza,"145.44° E, 14.683° S",0.0,12.0
489,10.1371/journal.pone.0150111,stanza,48°06’– 49°7’ N; 2°23’– 3°32’ W,4.0,18.0
490,10.1371/journal.pone.0145598,stanza,"0°53S, 52°36W",0.0,0.0
491,10.1371/journal.pone.0147909,stanza,"52°29’29”W, 22°24’09”S",0.0,4.0
492,10.1371/journal.pone.0141387,stanza,"4°35?S, 79°42?W",0.0,18.0
493,10.1371/journal.pone.0142784,stanza,"Latitude: -4.44°, Longitude: 35.40°",0.0,7.0
494,10.1371/journal.pone.0141559,stanza,mountain area of Taizhou city in Zhejiang province of China,4.0,30.0
495,10.1371/journal.pone.0141899,stanza,"1·993°E, 42·276°N",2.0,1.0
496,10.1371/journal.pone.0140423,stanza,"1°08'57"" N, 112°15'37"" E",0.0,5.0
497,10.1371/journal.pone.0139031,stanza,"between 42.32 N and 42.11 N, and 0.31 W and 0.04 W",0.0,4.0
498,10.1371/journal.pone.0137569,stanza,40° 10’ S- 73° 26’ W  41° 32’ S- 72° 35’ W,0.0,1.0
499,10.1371/journal.pone.0136040,stanza,"N 33°58?, E101°53?",0.0,26.0
500,10.1371/journal.pone.0135917,stanza,"41°17'38” N, 82°13'03” W",0.0,26.0
501,10.1371/journal.pone.0134560,stanza,"N 33°58?, E101°53?",0.0,53.0
502,10.1371/journal.pone.0134665,stanza,India,0.0,269.0
503,10.1371/journal.pone.0133276,stanza,South America,0.0,23.0
504,10.1371/journal.pone.0118403,stanza,Barro Colorado Island,0.0,30.0
505,10.1371/journal.pone.0128923,stanza,15° 28’S and 39° 15’W,0.0,1.0
506,10.1371/journal.pone.0127093,stanza,"Bushbuckridge, South Africa",21.0,14.0
507,10.1371/journal.pone.0125300,stanza,"116°42?E, 43° 36?N",2.0,31.0
508,10.1371/journal.pone.0121444,stanza,Kenya,2.0,193.0
509,10.1371/journal.pone.0121444,stanza,Malawi,0.0,195.0
510,10.1371/journal.pone.0121444,stanza,Rwanda,0.0,195.0
511,10.1371/journal.pone.0121444,stanza,Tanzania,0.0,195.0
512,10.1371/journal.pone.0121444,stanza,Uganda,0.0,195.0
513,10.1371/journal.pone.0121444,stanza,Zambia,0.0,195.0
514,10.1371/journal.pone.0118837,stanza,2°4’W 36°52’N,0.0,0.0
