xmlfile,doi,title,level,section_name,country_conf,country_predicted,start_char,end_char,latitude,longitude,resolved_placename,word_phrase,section_chars
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3'},Results,0.23980537,CAN,9131,9139,60.10867,-113.64258,Canada,p≤0.0001,11609
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3'},Results,0.25185502,REU,11529,11546,60.10867,-113.64258,Canada,Baie des Chaleurs,11609
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3'},Results,0.88395447,CAN,11548,11554,52.00017,-71.99907,Québec,Québec,11609
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3'},Results,0.94819117,CAN,11556,11562,60.10867,-113.64258,Canada,Canada,11609
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3a'},Biological responses,0.96374094,IRL,295,302,52.70389,-8.86417,Shannon,Shannon,2235
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3a'},Biological responses,0.96374094,IRL,1017,1024,52.70389,-8.86417,Shannon,Shannon,2235
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3a'},Biological responses,0.57147366,KOR,1292,1294,52.70389,-8.86417,Shannon,mJ,2235
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3a'},Biological responses,0.57147366,KOR,1362,1364,52.70389,-8.86417,Shannon,mJ,2235
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3a'},Biological responses,0.96374094,IRL,2096,2103,52.70389,-8.86417,Shannon,Shannon,2235
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3a'},Biological responses,0.57147366,KOR,2206,2208,52.70389,-8.86417,Shannon,mJ,2235
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3b'},Learners and evaluators,0.96374094,IRL,2791,2798,52.70389,-8.86417,Shannon,Shannon,2918
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3b'},Learners and evaluators,0.57147366,KOR,2892,2894,52.70389,-8.86417,Shannon,mJ,2918
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3c'},Selected model,0.2353872,REU,1411,1428,52.70389,-8.86417,Shannon,Baie des Chaleurs,3617
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3c'},Selected model,0.89529574,CAN,1430,1436,52.00017,-71.99907,Québec,Québec,3617
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3c'},Selected model,0.9516948,CAN,1438,1444,60.10867,-113.64258,Canada,Canada,3617
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3c'},Selected model,0.19161284,FRA,2016,2019,60.10867,-113.64258,Canada,ROC,3617
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3c'},Selected model,0.19161284,FRA,2243,2246,60.10867,-113.64258,Canada,ROC,3617
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3c'},Selected model,0.19161284,FRA,3546,3549,60.10867,-113.64258,Canada,ROC,3617
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3d'},Relationships between Simpson index and best predictors,0,,350,358,60.10867,-113.64258,Canada,p≤0.0001,1778
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3e'},Predictive map,0.2353872,REU,969,986,60.10867,-113.64258,Canada,Baie des Chaleurs,1049
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3e'},Predictive map,0.89529574,CAN,988,994,52.00017,-71.99907,Québec,Québec,1049
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's3e'},Predictive map,0.9516948,CAN,996,1002,60.10867,-113.64258,Canada,Canada,1049
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4'},Discussion,0.28868943,ITA,7409,7418,60.10867,-113.64258,Canada,Z. marina,16274
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4'},Discussion,0.24821267,NER,7618,7631,60.10867,-113.64258,Canada,Laminaria spp,16274
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4'},Discussion,0.87992215,USA,8494,8500,33.67691,-117.77617,Orange County,Orange,16274
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4'},Discussion,0.57147366,KOR,8958,8960,33.67691,-117.77617,Orange County,mJ,16274
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4'},Discussion,0.24821267,NER,11064,11077,33.67691,-117.77617,Orange County,Laminaria spp,16274
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4'},Discussion,0.24821267,NER,11268,11281,33.67691,-117.77617,Orange County,Laminaria spp,16274
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4'},Discussion,0.9528109,IND,12441,12447,27.46871,71.07411,Gula Rāmwāli Thalli,thalli,16274
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4a'},Revealing the depth and the structure of epi-macrobenthos habitat,,,,,,,,,6202
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4b'},Modelling techniques,0.28868943,ITA,722,731,27.46871,71.07411,Gula Rāmwāli Thalli,Z. marina,2652
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4b'},Modelling techniques,0.24821267,NER,931,944,27.46871,71.07411,Gula Rāmwāli Thalli,Laminaria spp,2652
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4b'},Modelling techniques,0.87992215,USA,1807,1813,33.67691,-117.77617,Orange County,Orange,2652
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4b'},Modelling techniques,0.57147366,KOR,2271,2273,33.67691,-117.77617,Orange County,mJ,2652
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4c'},Implications to ecological theory,0.24821267,NER,1724,1737,33.67691,-117.77617,Orange County,Laminaria spp,5241
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4c'},Implications to ecological theory,0.24821267,NER,1928,1941,33.67691,-117.77617,Orange County,Laminaria spp,5241
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4c'},Implications to ecological theory,0.9528109,IND,3101,3107,27.46871,71.07411,Gula Rāmwāli Thalli,thalli,5241
journal.pone.0021265.xml,10.1371/journal.pone.0021265,Predicting Species Diversity of Benthic Communities within Turbid Nearshore Using Full-Waveform Bathymetric LiDAR and Machine Learners,{'id': 's4d'},Conclusions,,,,,,,,,1692
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",title,title,,,,,,,,,139
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",abstract,abstract,,,,,,,,,1760
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's1'},Introduction,,,,,,,,,8832
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales","{'id': 's2', 'sec-type': 'methods'}",Methods,0.69099617,DEU,377,384,50.78333,6.8666,Regierungsbezirk Köln,Cologne,8651
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales","{'id': 's2', 'sec-type': 'methods'}",Methods,0.9516948,DEU,386,393,51.5,10.5,Federal Republic of Germany,Germany,8651
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales","{'id': 's2', 'sec-type': 'methods'}",Methods,0.9424436,FRA,5023,5026,50.2715,1.67163,Rue,RUE,8651
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's2a'},Species,0.69099617,DEU,369,376,50.78333,6.8666,Regierungsbezirk Köln,Cologne,738
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's2a'},Species,0.9516948,DEU,378,385,51.5,10.5,Federal Republic of Germany,Germany,738
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's2b'},Experimental design,,,,,,,,,2861
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's2c'},Dependent variables,0.957188,FRA,1414,1417,50.2715,1.67163,Rue,RUE,2229
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's2d'},Statistical analyses,,,,,,,,,2812
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's3'},Results,0.57147366,GRL,432,435,50.2715,1.67163,Rue,N∶P,9820
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's3'},Results,0.957188,FRA,3261,3264,50.2715,1.67163,Rue,RUE,9820
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's3'},Results,0.57147366,GRL,4176,4179,50.2715,1.67163,Rue,N∶P,9820
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's3'},Results,0.957188,FRA,9170,9173,50.2715,1.67163,Rue,RUE,9820
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's3'},Results,0.28365934,AUS,9219,9222,50.2715,1.67163,Rue,Fig,9820
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's3'},Results,0.957188,FRA,9292,9295,50.2715,1.67163,Rue,RUE,9820
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's3a'},Effects of P<sub>sup</sub> and N∶P,0.57147366,GRL,424,427,50.2715,1.67163,Rue,N∶P,2638
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's3b'},Effects of species richness and identity,0.957188,FRA,614,617,50.2715,1.67163,Rue,RUE,6261
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's3b'},Effects of species richness and identity,0.57147366,GRL,1529,1532,50.2715,1.67163,Rue,N∶P,6261
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's3c'},Correlation between evenness and other variables,0.957188,FRA,102,105,50.2715,1.67163,Rue,RUE,911
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's3c'},Correlation between evenness and other variables,0.957188,FRA,261,264,50.2715,1.67163,Rue,RUE,911
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's3c'},Correlation between evenness and other variables,0.28365934,AUS,310,313,50.2715,1.67163,Rue,Fig,911
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's3c'},Correlation between evenness and other variables,0.957188,FRA,383,386,50.2715,1.67163,Rue,RUE,911
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's4'},Discussion,0.24821267,NOR,10070,10080,50.2715,1.67163,Rue,Baltic Sea,10687
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's4'},Discussion,0,,10466,10477,50.2715,1.67163,Rue,allelopathy,10687
journal.pone.0021972.xml,10.1371/journal.pone.0021972,"Effects of Total Resources, Resource Ratios, and Species Richness on Algal Productivity and Evenness at Both Metacommunity and Local Scales",{'id': 's5'},Supporting Information,,,,,,,,,257
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,title,title,,,,,,,,,116
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,abstract,abstract,0.6875819,CHN,473,478,30.52047,114.39637,China University of Geosciences,China,2126
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's1'},Introduction,0.6875819,CHN,3283,3288,30.52047,114.39637,China University of Geosciences,China,5820
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,"{'id': 's2', 'sec-type': 'methods'}",Methods,0.9516948,CHN,133,141,29.16667,120,Zhejiang Sheng,Zhejiang,11979
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,"{'id': 's2', 'sec-type': 'methods'}",Methods,0.2353872,ZAF,155,171,29.16667,120,Zhejiang Sheng,South-East China,11979
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,"{'id': 's2', 'sec-type': 'methods'}",Methods,0.2353872,FRA,232,248,29.16667,120,Zhejiang Sheng,300–1260 m a.s.l,11979
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,"{'id': 's2', 'sec-type': 'methods'}",Methods,0.6875819,CHN,627,632,30.52047,114.39637,China University of Geosciences,China,11979
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,"{'id': 's2', 'sec-type': 'methods'}",Methods,0.23163748,CHN,3444,3453,30.52047,114.39637,China University of Geosciences,Hahniidae,11979
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,"{'id': 's2', 'sec-type': 'methods'}",Methods,0.23163748,CHN,3455,3466,30.52047,114.39637,China University of Geosciences,Linyphiidae,11979
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,"{'id': 's2', 'sec-type': 'methods'}",Methods,0.23163748,CHN,3708,3719,30.52047,114.39637,China University of Geosciences,Clubionidae,11979
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,"{'id': 's2', 'sec-type': 'methods'}",Methods,0.23163748,CHN,3721,3729,30.52047,114.39637,China University of Geosciences,Ctenidae,11979
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,"{'id': 's2', 'sec-type': 'methods'}",Methods,0.23163748,CHN,3851,3862,30.52047,114.39637,China University of Geosciences,Liocranidae,11979
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,"{'id': 's2', 'sec-type': 'methods'}",Methods,0.23163748,CHN,3864,3873,30.52047,114.39637,China University of Geosciences,Lycosidae,11979
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,"{'id': 's2', 'sec-type': 'methods'}",Methods,0.23163748,CHN,3875,3884,30.52047,114.39637,China University of Geosciences,Oonopidae,11979
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,"{'id': 's2', 'sec-type': 'methods'}",Methods,0.3898583,ITA,11671,11673,30.52047,114.39637,China University of Geosciences,≤2,11979
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's2a'},Study site and plot selection,0.9516948,CHN,125,133,29.16667,120,Zhejiang Sheng,Zhejiang,1653
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's2a'},Study site and plot selection,0.2353872,ZAF,147,163,29.16667,120,Zhejiang Sheng,South-East China,1653
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's2a'},Study site and plot selection,0.2353872,FRA,224,240,29.16667,120,Zhejiang Sheng,300–1260 m a.s.l,1653
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's2a'},Study site and plot selection,0.6875819,CHN,619,624,30.52047,114.39637,China University of Geosciences,China,1653
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's2b'},Spider data,0,,1782,1791,30.52047,114.39637,China University of Geosciences,Hahniidae,2858
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's2b'},Spider data,0,,1793,1804,30.52047,114.39637,China University of Geosciences,Linyphiidae,2858
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's2b'},Spider data,0,,2046,2057,30.52047,114.39637,China University of Geosciences,Clubionidae,2858
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's2b'},Spider data,0,,2059,2067,30.52047,114.39637,China University of Geosciences,Ctenidae,2858
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's2b'},Spider data,0,,2189,2200,30.52047,114.39637,China University of Geosciences,Liocranidae,2858
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's2b'},Spider data,0,,2202,2211,30.52047,114.39637,China University of Geosciences,Lycosidae,2858
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's2b'},Spider data,0,,2213,2222,30.52047,114.39637,China University of Geosciences,Oonopidae,2858
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's2c'},Environmental predictors,,,,,,,,,2288
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's2d'},Statistical analysis,0.5339668,ITA,4861,4863,30.52047,114.39637,China University of Geosciences,≤2,5169
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's3'},Results,0.6655037,CHN,2463,2468,30.52047,114.39637,China University of Geosciences,China,5665
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's3'},Results,0.6655037,CHN,5568,5573,30.52047,114.39637,China University of Geosciences,China,5665
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's3a'},"Species numbers, activity abundance and foraging guild richness",0.6655037,CHN,2455,2460,30.52047,114.39637,China University of Geosciences,China,5657
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's3a'},"Species numbers, activity abundance and foraging guild richness",0.6655037,CHN,5560,5565,30.52047,114.39637,China University of Geosciences,China,5657
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's4'},Discussion,0.2353872,SLV,1591,1606,30.52047,114.39637,China University of Geosciences,Koricheva et al,12803
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's4'},Discussion,0.6875819,CHN,12709,12714,30.52047,114.39637,China University of Geosciences,China,12803
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's4a'},Spider activity abundance,0.24821267,SLV,1033,1048,30.52047,114.39637,China University of Geosciences,Koricheva et al,4948
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's4b'},Species richness and foraging guilds,,,,,,,,,5158
journal.pone.0022905.xml,10.1371/journal.pone.0022905,Predator Diversity and Abundance Provide Little Support for the Enemies Hypothesis in Forests of High Tree Diversity,{'id': 's4c'},Conclusions,0.6875819,CHN,2043,2048,30.52047,114.39637,China University of Geosciences,China,2137
journal.pone.0023312.xml,10.1371/journal.pone.0023312,"A Small Mammal Community in a Forest Fragment, Vegetation Corridor and Coffee Matrix System in the Brazilian Atlantic Forest",title,title,,,,,,,,,124
journal.pone.0023312.xml,10.1371/journal.pone.0023312,"A Small Mammal Community in a Forest Fragment, Vegetation Corridor and Coffee Matrix System in the Brazilian Atlantic Forest",abstract,abstract,0.9048774,BRA,191,203,-18,-44,Minas Gerais,Minas Gerais,1917
